Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Trueba, Santiago; Burlett, Régis; Bouteiller, Xavier; Burneau, Thibaut; Forget, Guillaume; Larter, Maximilien; N'Do, Daniela; Ziegler, Camille; Delzon, Sylvain; ",Ecological drivers and phylogenetic patterns of leaf minimum conductance variability in vascular plants,New Phytologist,,,,2026,
